student_number,name,gender,age,department_code,semester,academic_year,attendance_percentage,previous_cgpa,mid_1,mid_2,internal_marks,backlogs,semester_cgpa,grade,risk_level,academic_average,attendance_risk_score,attendance_risk_category,internal_average,mid_term_average,backlog_severity_score,backlog_severity_category,previous_cgpa_trend,academic_stability
2023ece021,Pranav Patel,MALE,21,ECE,3,2021-2022,50.18,5.17,55.88,51.38,46.91,0,4.88,C,HIGH,51.39,0.3309,CRITICAL,0.4691,53.63,0.0,NONE,-0.06,0.5839
2023ece021,Pranav Patel,MALE,21,ECE,4,2021-2022,53.84,5.07,60.14,48.57,45.84,0,5.03,C,HIGH,51.52,0.2821,CRITICAL,0.4584,54.36,0.0,NONE,-0.1,0.5308
2023ece022,Varun Singireddy,MALE,20,ECE,1,2020-2021,86.21,7.76,58.68,74.53,73.95,0,7.58,A,LOW,69.05,0.0,NORMAL,0.7395,66.6,0.0,NONE,0.0,0.0
2023ece022,Varun Singireddy,MALE,20,ECE,2,2020-2021,94.19,7.58,81.37,73.0,69.58,0,8.03,A+,LOW,74.65,0.0,NORMAL,0.6958,77.18,0.0,NONE,-0.18,0.0
2023ece022,Varun Singireddy,MALE,21,ECE,3,2021-2022,86.54,7.8,74.45,74.22,76.1,0,7.65,A,LOW,74.92,0.0,NORMAL,0.761,74.34,0.0,NONE,0.22,0.1172
2023ece022,Varun Singireddy,MALE,21,ECE,4,2021-2022,83.51,7.75,70.83,73.92,72.39,0,7.4,A,LOW,72.38,0.0,NORMAL,0.7239,72.38,0.0,NONE,-0.05,0.0974
2023it023,Divya Sharma,FEMALE,18,IT,1,2020-2021,90.01,6.98,66.64,77.2,54.98,0,7.01,A,LOW,66.27,0.0,NORMAL,0.5498,71.92,0.0,NONE,0.0,0.0
2023it023,Divya Sharma,FEMALE,18,IT,2,2020-2021,94.45,7.01,55.67,66.06,66.37,0,6.45,B,MEDIUM,62.7,0.0,NORMAL,0.6637,60.86,0.0,NONE,0.03,0.0
2023it023,Divya Sharma,FEMALE,19,IT,3,2021-2022,86.24,6.73,61.39,78.57,72.91,1,6.89,B,MEDIUM,70.96,0.0,NORMAL,0.7291,69.98,0.2,MODERATE,-0.28,0.1537
2023it023,Divya Sharma,FEMALE,19,IT,4,2021-2022,92.12,6.78,61.22,64.85,70.68,0,6.47,B,MEDIUM,65.58,0.0,NORMAL,0.7068,63.04,0.0,NONE,0.05,0.1406
2023it023,Divya Sharma,FEMALE,20,IT,5,2022-2023,91.97,6.71,66.5,65.69,71.79,0,6.85,B,MEDIUM,67.99,0.0,NORMAL,0.7179,66.1,0.0,NONE,-0.07,0.1424
2023it023,Divya Sharma,FEMALE,20,IT,6,2022-2023,87.56,6.73,74.84,61.4,71.31,0,6.93,B,MEDIUM,69.18,0.0,NORMAL,0.7131,68.12,0.0,NONE,0.02,0.1353
2023it023,Divya Sharma,FEMALE,21,IT,7,2023-2024,87.64,6.77,69.78,60.32,72.85,0,6.75,B,MEDIUM,67.65,0.0,NORMAL,0.7285,65.05,0.0,NONE,0.04,0.1251
2023ece024,Aarav Patel,MALE,19,ECE,1,2020-2021,64.37,6.19,63.04,52.52,50.94,2,5.1,C,HIGH,55.5,0.1417,CRITICAL,0.5094,57.78,0.4,MODERATE,0.0,0.0
2023ece024,Aarav Patel,MALE,19,ECE,2,2020-2021,66.41,5.1,47.82,66.03,47.57,0,5.53,C,HIGH,53.81,0.1145,AT_RISK,0.4757,56.92,0.0,NONE,-1.09,0.0
2023ece024,Aarav Patel,MALE,20,ECE,3,2021-2022,62.36,5.31,53.69,51.0,59.97,1,5.14,C,HIGH,54.89,0.1685,CRITICAL,0.5997,52.34,0.2,MODERATE,0.21,0.5783
2023ece024,Aarav Patel,MALE,20,ECE,4,2021-2022,63.45,5.26,53.71,53.93,56.16,3,4.58,C,HIGH,54.6,0.154,CRITICAL,0.5616,53.82,0.6,SEVERE,-0.05,0.4916
2023ece024,Aarav Patel,MALE,21,ECE,5,2022-2023,57.79,5.09,41.53,43.7,61.69,4,4.1,C,HIGH,48.97,0.2295,CRITICAL,0.6169,42.62,0.8,SEVERE,-0.17,0.4575
2023ece025,Kavya Reddy,FEMALE,18,ECE,1,2020-2021,64.8,5.04,46.42,48.39,43.94,1,4.46,C,HIGH,46.25,0.136,CRITICAL,0.4394,47.4,0.2,MODERATE,0.0,0.0
2023ece025,Kavya Reddy,FEMALE,18,ECE,2,2020-2021,65.64,4.46,40.1,48.42,38.13,2,4.05,C,HIGH,42.22,0.1248,AT_RISK,0.3813,44.26,0.4,MODERATE,-0.58,0.0
2023ece025,Kavya Reddy,FEMALE,19,ECE,3,2021-2022,66.08,4.25,47.17,51.53,54.97,0,4.82,C,HIGH,51.22,0.1189,AT_RISK,0.5497,49.35,0.0,NONE,-0.21,0.4092
2023ece025,Kavya Reddy,FEMALE,19,ECE,4,2021-2022,56.15,4.44,37.62,41.55,46.77,3,3.72,C,HIGH,41.98,0.2513,CRITICAL,0.4677,39.58,0.6,SEVERE,0.19,0.3417
2023ece025,Kavya Reddy,FEMALE,20,ECE,5,2022-2023,59.94,4.26,46.08,40.43,43.59,3,3.26,C,HIGH,43.37,0.2008,CRITICAL,0.4359,43.26,0.6,SEVERE,-0.18,0.3226
2023eee026,Nikhil Rao,MALE,19,EEE,1,2020-2021,66.45,6.63,55.99,58.24,68.47,1,6.0,B,MEDIUM,60.9,0.114,AT_RISK,0.6847,57.12,0.2,MODERATE,0.0,0.0
2023eee026,Nikhil Rao,MALE,19,EEE,2,2020-2021,82.47,6.0,67.96,66.11,58.91,2,5.79,C,HIGH,64.33,0.0,NORMAL,0.5891,67.04,0.4,MODERATE,-0.63,0.0
2023eee026,Nikhil Rao,MALE,20,EEE,3,2021-2022,71.43,5.89,66.63,81.26,62.72,0,6.54,B,MEDIUM,70.2,0.0476,AT_RISK,0.6272,73.94,0.0,NONE,-0.11,0.3993
2023eee026,Nikhil Rao,MALE,20,EEE,4,2021-2022,72.72,6.11,66.58,77.42,60.07,0,6.72,B,MEDIUM,68.02,0.0304,AT_RISK,0.6007,72.0,0.0,NONE,0.22,0.3276
2023eee026,Nikhil Rao,MALE,21,EEE,5,2022-2023,80.16,6.26,64.32,71.49,68.06,0,6.6,B,MEDIUM,67.96,0.0,NORMAL,0.6806,67.9,0.0,NONE,0.15,0.2873
2023eee026,Nikhil Rao,MALE,21,EEE,6,2022-2023,72.84,6.33,64.23,67.11,62.83,2,6.0,B,MEDIUM,64.72,0.0288,AT_RISK,0.6283,65.67,0.4,MODERATE,0.07,0.2644
2023civil027,Pooja Patel,FEMALE,18,CIVIL,1,2020-2021,75.98,8.18,68.77,79.06,79.98,0,8.07,A+,LOW,75.94,0.0,NORMAL,0.7998,73.91,0.0,NONE,0.0,0.0
2023civil027,Pooja Patel,FEMALE,18,CIVIL,2,2020-2021,79.28,8.07,81.63,79.38,76.58,0,7.67,A,LOW,79.2,0.0,NORMAL,0.7658,80.5,0.0,NONE,-0.11,0.0
2023civil027,Pooja Patel,FEMALE,19,CIVIL,3,2021-2022,76.37,7.87,77.71,78.1,70.55,0,7.5,A,LOW,75.45,0.0,NORMAL,0.7055,77.9,0.0,NONE,-0.2,0.1572
2023civil027,Pooja Patel,FEMALE,19,CIVIL,4,2021-2022,78.55,7.75,76.08,80.4,77.07,0,7.77,A,LOW,77.85,0.0,NORMAL,0.7707,78.24,0.0,NONE,-0.12,0.1936
2023civil027,Pooja Patel,FEMALE,20,CIVIL,5,2022-2023,77.78,7.75,73.06,76.74,74.62,0,7.55,A,LOW,74.81,0.0,NORMAL,0.7462,74.9,0.0,NONE,0.0,0.1939
2023civil027,Pooja Patel,FEMALE,20,CIVIL,6,2022-2023,72.49,7.71,77.34,73.13,83.21,0,7.58,A,LOW,77.89,0.0335,AT_RISK,0.8321,75.24,0.0,NONE,-0.04,0.1942
2023ai028,Tanvi Verma,FEMALE,19,AI,1,2020-2021,48.53,5.29,45.23,56.55,49.7,2,4.9,C,HIGH,50.49,0.3529,CRITICAL,0.497,50.89,0.4,MODERATE,0.0,0.0
2023ai028,Tanvi Verma,FEMALE,19,AI,2,2020-2021,41.63,4.9,48.62,52.36,49.13,3,4.4,C,HIGH,50.04,0.4449,CRITICAL,0.4913,50.49,0.6,SEVERE,-0.39,0.0
2023ai028,Tanvi Verma,FEMALE,20,AI,3,2021-2022,43.81,4.65,54.63,59.96,46.91,2,4.33,C,HIGH,53.83,0.4159,CRITICAL,0.4691,57.3,0.4,MODERATE,-0.25,0.3225
2023ai028,Tanvi Verma,FEMALE,20,AI,4,2021-2022,49.99,4.54,54.8,42.18,46.62,0,4.58,C,HIGH,47.87,0.3335,CRITICAL,0.4662,48.49,0.0,NONE,-0.11,0.3327
2023ai028,Tanvi Verma,FEMALE,21,AI,5,2022-2023,37.1,4.55,38.96,38.45,44.88,1,4.12,C,HIGH,40.76,0.5053,CRITICAL,0.4488,38.7,0.2,MODERATE,0.01,0.3169
2023ai028,Tanvi Verma,FEMALE,21,AI,6,2022-2023,41.71,4.47,52.92,37.63,53.64,3,3.83,C,HIGH,48.06,0.4439,CRITICAL,0.5364,45.28,0.6,SEVERE,-0.08,0.3114
2023ai028,Tanvi Verma,FEMALE,22,AI,7,2023-2024,38.88,4.36,46.82,36.03,50.63,3,3.7,C,HIGH,44.49,0.4816,CRITICAL,0.5063,41.42,0.6,SEVERE,-0.11,0.3174
2023ai028,Tanvi Verma,FEMALE,22,AI,8,2023-2024,39.34,4.27,43.66,56.65,45.53,2,3.89,C,HIGH,48.61,0.4755,CRITICAL,0.4553,50.16,0.4,MODERATE,-0.09,0.3277
2023it029,Divya Chopra,FEMALE,19,IT,1,2020-2021,82.35,7.26,72.45,71.96,82.03,0,7.69,A,LOW,75.48,0.0,NORMAL,0.8203,72.2,0.0,NONE,0.0,0.0
2023it029,Divya Chopra,FEMALE,19,IT,2,2020-2021,81.94,7.69,70.48,78.3,73.33,1,7.45,A,LOW,74.04,0.0,NORMAL,0.7333,74.39,0.2,MODERATE,0.43,0.0
2023it029,Divya Chopra,FEMALE,20,IT,3,2021-2022,84.42,7.57,66.07,84.45,85.07,0,7.59,A,LOW,78.53,0.0,NORMAL,0.8507,75.26,0.0,NONE,-0.12,0.2219
2023it029,Divya Chopra,FEMALE,20,IT,4,2021-2022,81.44,7.58,76.57,76.86,79.38,0,8.06,A+,LOW,77.6,0.0,NORMAL,0.7938,76.72,0.0,NONE,0.01,0.1848
2023it029,Divya Chopra,FEMALE,21,IT,5,2022-2023,81.67,7.7,69.76,66.27,72.43,0,7.4,A,LOW,69.49,0.0,NORMAL,0.7243,68.02,0.0,NONE,0.12,0.1782
2023it029,Divya Chopra,FEMALE,21,IT,6,2022-2023,88.94,7.64,71.13,75.58,76.01,0,7.8,A,LOW,74.24,0.0,NORMAL,0.7601,73.35,0.0,NONE,-0.06,0.1627
2023it029,Divya Chopra,FEMALE,22,IT,7,2023-2024,91.25,7.66,70.75,70.99,81.31,0,7.73,A,LOW,74.35,0.0,NORMAL,0.8131,70.87,0.0,NONE,0.02,0.1521
2023ai030,Sanya Deshmukh,FEMALE,19,AI,1,2020-2021,86.39,7.42,78.37,72.71,77.42,0,7.73,A,LOW,76.17,0.0,NORMAL,0.7742,75.54,0.0,NONE,0.0,0.0
2023ai030,Sanya Deshmukh,FEMALE,19,AI,2,2020-2021,83.09,7.73,78.31,81.67,80.31,0,8.12,A+,LOW,80.1,0.0,NORMAL,0.8031,79.99,0.0,NONE,0.31,0.0
2023ai030,Sanya Deshmukh,FEMALE,20,AI,3,2021-2022,83.21,7.92,74.66,76.55,80.5,0,7.69,A,LOW,77.24,0.0,NORMAL,0.805,75.6,0.0,NONE,0.19,0.2524
2023ai030,Sanya Deshmukh,FEMALE,20,AI,4,2021-2022,82.89,7.85,73.71,76.24,80.86,0,7.84,A,LOW,76.94,0.0,NORMAL,0.8086,74.97,0.0,NONE,-0.07,0.2211
2023ai030,Sanya Deshmukh,FEMALE,21,AI,5,2022-2023,82.4,7.84,68.31,80.95,77.69,0,8.17,A+,LOW,75.65,0.0,NORMAL,0.7769,74.63,0.0,NONE,-0.01,0.1977
2023eee031,Kavya Singireddy,FEMALE,18,EEE,1,2020-2021,89.55,8.54,96.41,96.6,100.0,0,9.02,O,LOW,97.67,0.0,NORMAL,1.0,96.5,0.0,NONE,0.0,0.0
2023eee031,Kavya Singireddy,FEMALE,18,EEE,2,2020-2021,91.51,9.02,98.55,96.02,93.06,0,9.27,O,LOW,95.88,0.0,NORMAL,0.9306,97.28,0.0,NONE,0.48,0.0
2023eee031,Kavya Singireddy,FEMALE,19,EEE,3,2021-2022,94.3,9.14,88.55,95.51,91.79,0,9.4,O,LOW,91.95,0.0,NORMAL,0.9179,92.03,0.0,NONE,0.12,0.3175
2023eee031,Kavya Singireddy,FEMALE,19,EEE,4,2021-2022,83.52,9.23,91.16,96.78,100.0,0,9.38,O,LOW,95.98,0.0,NORMAL,1.0,93.97,0.0,NONE,0.09,0.3073
2023eee031,Kavya Singireddy,FEMALE,20,EEE,5,2022-2023,87.0,9.27,100.0,85.63,84.3,0,9.23,O,LOW,89.98,0.0,NORMAL,0.843,92.82,0.0,NONE,0.04,0.2956
2023eee031,Kavya Singireddy,FEMALE,20,EEE,6,2022-2023,86.82,9.26,88.0,98.37,96.51,0,9.22,O,LOW,94.29,0.0,NORMAL,0.9651,93.18,0.0,NONE,-0.01,0.2792
2023eee031,Kavya Singireddy,FEMALE,21,EEE,7,2023-2024,83.32,9.25,99.16,97.83,94.8,0,9.8,O,LOW,97.26,0.0,NORMAL,0.948,98.5,0.0,NONE,-0.01,0.2631
2023eee032,Meera Iyer,FEMALE,19,EEE,1,2020-2021,81.45,9.12,84.69,89.69,93.29,0,9.11,O,LOW,89.22,0.0,NORMAL,0.9329,87.19,0.0,NONE,0.0,0.0
2023eee032,Meera Iyer,FEMALE,19,EEE,2,2020-2021,85.42,9.11,96.28,86.66,100.0,0,9.24,O,LOW,94.31,0.0,NORMAL,1.0,91.47,0.0,NONE,-0.01,0.0
2023eee032,Meera Iyer,FEMALE,20,EEE,3,2021-2022,91.51,9.18,96.56,97.24,96.37,0,9.46,O,LOW,96.72,0.0,NORMAL,0.9637,96.9,0.0,NONE,0.07,0.0379
2023eee032,Meera Iyer,FEMALE,20,EEE,4,2021-2022,90.26,9.27,100.0,96.01,97.06,0,9.45,O,LOW,97.69,0.0,NORMAL,0.9706,98.0,0.0,NONE,0.09,0.0735
2023ai033,Pranav Iyer,MALE,18,AI,1,2020-2021,82.51,8.08,63.57,78.44,67.47,0,7.35,A,LOW,69.83,0.0,NORMAL,0.6747,71.0,0.0,NONE,0.0,0.0
2023ai033,Pranav Iyer,MALE,18,AI,2,2020-2021,77.19,7.35,63.51,72.64,64.4,0,6.99,B,MEDIUM,66.85,0.0,NORMAL,0.644,68.08,0.0,NONE,-0.73,0.0
2023ai033,Pranav Iyer,MALE,19,AI,3,2021-2022,69.05,7.17,64.85,53.02,59.75,0,6.82,B,MEDIUM,59.21,0.0793,AT_RISK,0.5975,58.94,0.0,NONE,-0.18,0.4819
2023ai033,Pranav Iyer,MALE,19,AI,4,2021-2022,79.68,7.05,70.08,61.72,67.43,0,6.89,B,MEDIUM,66.41,0.0,NORMAL,0.6743,65.9,0.0,NONE,-0.12,0.4618
2023ai033,Pranav Iyer,MALE,20,AI,5,2022-2023,71.83,7.01,76.51,72.75,66.56,0,7.07,A,LOW,71.94,0.0423,AT_RISK,0.6656,74.63,0.0,NONE,-0.04,0.4385
2023ai033,Pranav Iyer,MALE,20,AI,6,2022-2023,77.23,7.02,55.2,65.97,64.26,0,6.49,B,MEDIUM,61.81,0.0,NORMAL,0.6426,60.58,0.0,NONE,0.01,0.4124
2023ai033,Pranav Iyer,MALE,21,AI,7,2023-2024,75.2,6.94,78.21,71.26,64.81,0,7.11,A,LOW,71.43,0.0,NORMAL,0.6481,74.74,0.0,NONE,-0.08,0.3978
2023ai033,Pranav Iyer,MALE,21,AI,8,2023-2024,81.85,6.96,72.93,67.74,64.43,0,7.03,A,LOW,68.37,0.0,NORMAL,0.6443,70.34,0.0,NONE,0.02,0.3806
2023civil034,Rhea Gupta,FEMALE,20,CIVIL,1,2020-2021,68.92,5.64,52.99,51.43,54.17,1,5.15,C,HIGH,52.86,0.0811,AT_RISK,0.5417,52.21,0.2,MODERATE,0.0,0.0
2023civil034,Rhea Gupta,FEMALE,20,CIVIL,2,2020-2021,70.02,5.15,47.5,58.77,45.47,2,4.94,C,HIGH,50.58,0.0664,AT_RISK,0.4547,53.14,0.4,MODERATE,-0.49,0.0
2023civil034,Rhea Gupta,FEMALE,21,CIVIL,3,2021-2022,62.94,5.04,41.11,42.11,47.32,2,4.36,C,HIGH,43.51,0.1608,CRITICAL,0.4732,41.61,0.4,MODERATE,-0.11,0.3194
2023civil034,Rhea Gupta,FEMALE,21,CIVIL,4,2021-2022,61.63,4.82,40.27,43.57,59.63,1,4.95,C,HIGH,47.82,0.1783,CRITICAL,0.5963,41.92,0.2,MODERATE,-0.22,0.3466
2023civil034,Rhea Gupta,FEMALE,22,CIVIL,5,2022-2023,58.69,4.85,42.64,43.13,51.99,2,4.07,C,HIGH,45.92,0.2175,CRITICAL,0.5199,42.89,0.4,MODERATE,0.03,0.3311
2023civil034,Rhea Gupta,FEMALE,22,CIVIL,6,2022-2023,53.31,4.69,31.1,43.51,52.15,1,4.2,C,HIGH,42.25,0.2892,CRITICAL,0.5215,37.3,0.2,MODERATE,-0.16,0.3402
2023civil034,Rhea Gupta,FEMALE,23,CIVIL,7,2023-2024,58.03,4.61,32.46,31.02,50.04,1,4.29,C,HIGH,37.84,0.2263,CRITICAL,0.5004,31.74,0.2,MODERATE,-0.08,0.3491
2023ds035,Rahul Singireddy,MALE,19,DS,1,2020-2021,82.71,8.05,65.15,74.37,67.82,0,7.55,A,LOW,69.11,0.0,NORMAL,0.6782,69.76,0.0,NONE,0.0,0.0
2023ds035,Rahul Singireddy,MALE,19,DS,2,2020-2021,79.28,7.55,71.7,58.32,75.4,0,7.57,A,LOW,68.47,0.0,NORMAL,0.754,65.01,0.0,NONE,-0.5,0.0
2023ds035,Rahul Singireddy,MALE,20,DS,3,2021-2022,73.0,7.56,70.04,70.63,69.32,0,7.22,A,LOW,70.0,0.0267,AT_RISK,0.6932,70.34,0.0,NONE,0.01,0.2858
2023ds035,Rahul Singireddy,MALE,20,DS,4,2021-2022,72.59,7.45,67.4,74.59,70.73,0,7.23,A,LOW,70.91,0.0321,AT_RISK,0.7073,71.0,0.0,NONE,-0.11,0.2696
2023ds035,Rahul Singireddy,MALE,21,DS,5,2022-2023,78.13,7.39,50.34,74.32,59.32,0,6.81,B,MEDIUM,61.33,0.0,NORMAL,0.5932,62.33,0.0,NONE,-0.06,0.2613
2023eee036,Siddharth Rao,MALE,20,EEE,1,2020-2021,83.55,6.89,65.29,80.02,70.45,1,6.82,B,MEDIUM,71.92,0.0,NORMAL,0.7045,72.66,0.2,MODERATE,0.0,0.0
2023eee036,Siddharth Rao,MALE,20,EEE,2,2020-2021,88.38,6.82,76.19,73.79,66.37,1,6.9,B,MEDIUM,72.12,0.0,NORMAL,0.6637,74.99,0.2,MODERATE,-0.07,0.0
2023eee036,Siddharth Rao,MALE,21,EEE,3,2021-2022,87.14,6.86,64.26,71.03,80.29,0,7.19,A,LOW,71.86,0.0,NORMAL,0.8029,67.65,0.0,NONE,0.04,0.0351
2023eee036,Siddharth Rao,MALE,21,EEE,4,2021-2022,88.26,6.97,71.77,71.94,83.17,0,7.31,A,LOW,75.63,0.0,NORMAL,0.8317,71.85,0.0,NONE,0.11,0.0635
2023civil037,Siddharth Nair,MALE,20,CIVIL,1,2020-2021,77.21,6.21,61.31,56.56,53.12,0,5.95,C,HIGH,57.0,0.0,NORMAL,0.5312,58.94,0.0,NONE,0.0,0.0
2023civil037,Siddharth Nair,MALE,20,CIVIL,2,2020-2021,76.64,5.95,55.63,60.22,54.67,0,5.98,C,HIGH,56.84,0.0,NORMAL,0.5467,57.92,0.0,NONE,-0.26,0.0
2023civil037,Siddharth Nair,MALE,21,CIVIL,3,2021-2022,78.04,5.96,57.04,44.58,58.99,0,5.81,C,HIGH,53.54,0.0,NORMAL,0.5899,50.81,0.0,NONE,0.01,0.1473
2023civil037,Siddharth Nair,MALE,21,CIVIL,4,2021-2022,83.8,5.91,39.91,69.82,53.71,1,5.69,C,HIGH,54.48,0.0,NORMAL,0.5371,54.86,0.2,MODERATE,-0.05,0.1367
2023civil037,Siddharth Nair,MALE,22,CIVIL,5,2022-2023,77.08,5.86,61.68,51.69,51.29,0,6.08,B,MEDIUM,54.89,0.0,NORMAL,0.5129,56.68,0.0,NONE,-0.05,0.1355
2023civil037,Siddharth Nair,MALE,22,CIVIL,6,2022-2023,81.92,5.9,60.03,63.95,56.89,1,5.72,C,HIGH,60.29,0.0,NORMAL,0.5689,61.99,0.2,MODERATE,0.04,0.1253
2023civil037,Siddharth Nair,MALE,23,CIVIL,7,2023-2024,85.58,5.87,73.87,59.1,55.42,1,5.96,C,HIGH,62.8,0.0,NORMAL,0.5542,66.48,0.2,MODERATE,-0.03,0.1199
2023cs038,Sanya Gupta,FEMALE,20,CS,1,2020-2021,90.76,9.1,95.22,91.93,82.6,0,9.35,O,LOW,89.92,0.0,NORMAL,0.826,93.58,0.0,NONE,0.0,0.0
2023cs038,Sanya Gupta,FEMALE,20,CS,2,2020-2021,81.33,9.35,89.7,83.36,87.99,0,9.16,O,LOW,87.02,0.0,NORMAL,0.8799,86.53,0.0,NONE,0.25,0.0
2023cs038,Sanya Gupta,FEMALE,21,CS,3,2021-2022,86.78,9.25,90.21,97.36,90.58,0,9.2,O,LOW,92.72,0.0,NORMAL,0.9058,93.78,0.0,NONE,-0.1,0.1258
2023cs038,Sanya Gupta,FEMALE,21,CS,4,2021-2022,88.92,9.24,94.6,80.1,91.3,0,9.24,O,LOW,88.67,0.0,NORMAL,0.913,87.35,0.0,NONE,-0.01,0.1028
2023cs038,Sanya Gupta,FEMALE,22,CS,5,2022-2023,83.45,9.24,95.5,86.35,88.94,0,9.11,O,LOW,90.26,0.0,NORMAL,0.8894,90.92,0.0,NONE,0.0,0.0891
2023cs038,Sanya Gupta,FEMALE,22,CS,6,2022-2023,84.28,9.21,80.46,78.4,96.28,0,8.8,A+,LOW,85.05,0.0,NORMAL,0.9628,79.43,0.0,NONE,-0.03,0.0804
2023cs038,Sanya Gupta,FEMALE,23,CS,7,2023-2024,79.83,9.14,73.9,82.99,81.7,0,9.0,O,LOW,79.53,0.0,NORMAL,0.817,78.44,0.0,NONE,-0.07,0.0811
2023civil039,Karthik Rao,MALE,19,CIVIL,1,2020-2021,85.3,8.13,77.54,95.18,86.61,0,8.27,A+,LOW,86.44,0.0,NORMAL,0.8661,86.36,0.0,NONE,0.0,0.0
2023civil039,Karthik Rao,MALE,19,CIVIL,2,2020-2021,71.21,8.27,95.38,73.3,73.47,0,8.37,A+,LOW,80.72,0.0505,AT_RISK,0.7347,84.34,0.0,NONE,0.14,0.0
2023civil039,Karthik Rao,MALE,20,CIVIL,3,2021-2022,90.9,8.32,89.91,84.99,84.67,0,8.62,A+,LOW,86.52,0.0,NORMAL,0.8467,87.45,0.0,NONE,0.05,0.0985
2023civil039,Karthik Rao,MALE,20,CIVIL,4,2021-2022,84.12,8.42,83.27,82.2,81.39,0,8.19,A+,LOW,82.29,0.0,NORMAL,0.8139,82.74,0.0,NONE,0.1,0.1207
2023civil039,Karthik Rao,MALE,21,CIVIL,5,2022-2023,79.9,8.36,71.39,80.96,76.76,0,7.85,A,LOW,76.37,0.0,NORMAL,0.7676,76.18,0.0,NONE,-0.06,0.1098
2023civil039,Karthik Rao,MALE,21,CIVIL,6,2022-2023,81.69,8.26,89.87,87.03,73.85,0,8.06,A+,LOW,83.58,0.0,NORMAL,0.7385,88.45,0.0,NONE,-0.1,0.0995
2023civil039,Karthik Rao,MALE,22,CIVIL,7,2023-2024,84.67,8.23,75.6,80.14,84.45,0,7.96,A,LOW,80.06,0.0,NORMAL,0.8445,77.87,0.0,NONE,-0.03,0.094
2023civil039,Karthik Rao,MALE,22,CIVIL,8,2023-2024,81.27,8.19,73.46,77.85,83.3,0,7.74,A,LOW,78.2,0.0,NORMAL,0.833,75.66,0.0,NONE,-0.04,0.0932
2023cs040,Karthik Singireddy,OTHER,20,CS,1,2020-2021,87.16,9.54,80.38,83.81,81.68,0,9.27,O,LOW,81.96,0.0,NORMAL,0.8168,82.1,0.0,NONE,0.0,0.0
2023cs040,Karthik Singireddy,OTHER,20,CS,2,2020-2021,85.77,9.27,77.85,81.16,83.28,0,8.81,A+,LOW,80.76,0.0,NORMAL,0.8328,79.5,0.0,NONE,-0.27,0.0
2023cs040,Karthik Singireddy,OTHER,21,CS,3,2021-2022,85.3,9.04,76.15,76.39,73.55,0,8.78,A+,LOW,75.36,0.0,NORMAL,0.7355,76.27,0.0,NONE,-0.23,0.2503
2023cs040,Karthik Singireddy,OTHER,21,CS,4,2021-2022,80.03,8.95,76.14,75.99,85.03,0,8.5,A+,LOW,79.05,0.0,NORMAL,0.8503,76.06,0.0,NONE,-0.09,0.2637
2023ece041,Nikhil Deshmukh,MALE,18,ECE,1,2020-2021,89.82,7.11,75.96,81.68,76.16,2,7.31,A,LOW,77.93,0.0,NORMAL,0.7616,78.82,0.4,MODERATE,0.0,0.0
2023ece041,Nikhil Deshmukh,MALE,18,ECE,2,2020-2021,79.41,7.31,81.53,83.48,82.41,0,7.65,A,LOW,82.47,0.0,NORMAL,0.8241,82.5,0.0,NONE,0.2,0.0
2023ece041,Nikhil Deshmukh,MALE,19,ECE,3,2021-2022,82.98,7.48,79.6,78.46,85.16,1,7.94,A,LOW,81.07,0.0,NORMAL,0.8516,79.03,0.2,MODERATE,0.17,0.1852
2023ece041,Nikhil Deshmukh,MALE,19,ECE,4,2021-2022,80.6,7.63,70.79,78.48,93.24,0,7.7,A,LOW,80.84,0.0,NORMAL,0.9324,74.64,0.0,NONE,0.15,0.2238
2023ece041,Nikhil Deshmukh,MALE,20,ECE,5,2022-2023,88.73,7.65,88.74,75.36,83.18,0,8.22,A+,LOW,82.43,0.0,NORMAL,0.8318,82.05,0.0,NONE,0.02,0.2278
2023ece041,Nikhil Deshmukh,MALE,20,ECE,6,2022-2023,79.99,7.76,77.12,74.85,75.26,0,7.55,A,LOW,75.74,0.0,NORMAL,0.7526,75.98,0.0,NONE,0.11,0.2429
2023ece041,Nikhil Deshmukh,MALE,21,ECE,7,2023-2024,75.95,7.73,78.22,73.39,81.51,1,7.2,A,LOW,77.71,0.0,NORMAL,0.8151,75.81,0.2,MODERATE,-0.03,0.2396
2023ece041,Nikhil Deshmukh,MALE,21,ECE,8,2023-2024,81.5,7.65,82.68,65.72,82.21,0,7.93,A,LOW,76.87,0.0,NORMAL,0.8221,74.2,0.0,NONE,-0.08,0.2262
2023ai042,Aditya Verma,MALE,20,AI,1,2020-2021,72.39,7.68,90.84,83.31,76.92,0,7.92,A,LOW,83.69,0.0348,AT_RISK,0.7692,87.08,0.0,NONE,0.0,0.0
2023ai042,Aditya Verma,MALE,20,AI,2,2020-2021,80.16,7.92,81.61,84.38,75.85,0,7.99,A,LOW,80.61,0.0,NORMAL,0.7585,83.0,0.0,NONE,0.24,0.0
2023ai042,Aditya Verma,MALE,21,AI,3,2021-2022,72.98,7.96,80.83,76.08,76.77,0,8.13,A+,LOW,77.89,0.0269,AT_RISK,0.7677,78.46,0.0,NONE,0.04,0.1514
2023ai042,Aditya Verma,MALE,21,AI,4,2021-2022,83.7,8.01,85.51,75.3,78.87,0,8.24,A+,LOW,79.89,0.0,NORMAL,0.7887,80.4,0.0,NONE,0.05,0.1464
